,nom,num_rodal,actuacion,area_afectada,any_o_periodicitat,any_programat
0,MAS VILLARET,1,Tallada de manteniment d'infraestructures i/o elements singulars,0.5,5,2041
1,MAS VILLARET,14,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2041
2,MAS VILLARET,15,Tallada de manteniment d'infraestructures i/o elements singulars,1.5,5,2041
3,MAS VILLARET,16,Tallada de manteniment d'infraestructures i/o elements singulars,0.1,5,2041
4,MAS VILLARET,17,Tallada de manteniment d'infraestructures i/o elements singulars,1.2,5,2041
5,MAS VILLARET,17,Tallada de selecció,16.14,2040,2040
6,MAS VILLARET,18,Tallada de manteniment d'infraestructures i/o elements singulars,1.0,5,2041
7,MAS VILLARET,19,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2041
8,MAS VILLARET,2,Tallada de manteniment d'infraestructures i/o elements singulars,1.2,5,2041
9,MAS VILLARET,20,Reforestació per plantació,2.2,2040,2040
10,MAS VILLARET,20,Tallada de manteniment d'infraestructures i/o elements singulars,0.1,5,2041
11,MAS VILLARET,21,Tallada de manteniment d'infraestructures i/o elements singulars,0.12,5,2041
12,MAS VILLARET,23,Aprofitament de llenya per consum propi,0.51,3,2042
13,MAS VILLARET,24,Aprofitament de llenya per consum propi,2.04,5,2041
14,MAS VILLARET,25,Tallada de manteniment d'infraestructures i/o elements singulars,0.7,3,2042
15,MAS VILLARET,28,Aprofitament de llenya per consum propi,6.51,3,2042
16,MAS VILLARET,29,Aprofitament de llenya per consum propi,1.61,3,2042
17,MAS VILLARET,29,Tallada de manteniment d'infraestructures i/o elements singulars,0.3,5,2041
18,MAS VILLARET,3,Tallada de manteniment d'infraestructures i/o elements singulars,1.9,5,2041
19,MAS VILLARET,30,Aprofitament de llenya per consum propi,13.43,3,2042
20,MAS VILLARET,30,Tallada de manteniment d'infraestructures i/o elements singulars,2.3,5,2041
21,MAS VILLARET,32,Tallada de manteniment d'infraestructures i/o elements singulars,0.15,5,2041
22,MAS VILLARET,35,Tallada de manteniment d'infraestructures i/o elements singulars,0.1,5,2041
23,MAS VILLARET,38,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2041
24,MAS VILLARET,4,Tallada de manteniment d'infraestructures i/o elements singulars,2.8,5,2041
25,MAS VILLARET,5,Tallada de manteniment d'infraestructures i/o elements singulars,0.5,5,2041
26,MAS VILLARET,6,Tallada de manteniment d'infraestructures i/o elements singulars,0.6,5,2041
27,MAS VILLARET,7,Tallada de manteniment d'infraestructures i/o elements singulars,1.6,5,2041
28,MAS VILLARET,8,Tallada de manteniment d'infraestructures i/o elements singulars,0.2,5,2041
